=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.02.02 17:53:30 =~=~=~=~=~=~=~=~=~=~=~=,,
,,
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
206,1006,2
,,
204,997,2
,,
207,1011,2
,,
204,997,1
,,
204,997,1
,,
206,1006,2
,,
199,972,1
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
201,982,2
,,
199,972,1
,,
206,1006,2
,,
204,997,1
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
204,997,2
,,
207,1011,3
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
207,1011,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
207,1011,2
,,
201,982,1
,,
199,972,1
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,1
,,
206,1006,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,1
,,
204,997,2
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
206,1006,2
,,
199,972,1
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
206,1006,2
,,
199,972,1
,,
204,997,1
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
203,992,1
,,
199,972,1
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,2
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,2
,,
206,1006,2
,,
199,972,1
,,
204,997,1
,,
206,1006,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,3
,,
199,972,2
,,
207,1011,2
,,
204,997,1
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
199,972,2
,,
199,972,1
,,
