=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.01.28 10:48:17 =~=~=~=~=~=~=~=~=~=~=~=
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
19
28
35
41
51
60
63
71
73
79
80
86
88
88
88
89
94
96
96
99
103
103
103
108
110
112
112
113
115
120
120
124
126
127
131
131
134
135
135
135
140
143
145
152
156
158
159
161
167
172
174
177
184
184
192
192
199
207
207
216
224
230
239
246
252
263
270
280
287
295
304
316
327
335
348
355
366
369
384
391
399
408
414
419
432
440
448
455
463
472
480
486
496
499
508
515
526
527
540
543
551
563
572
583
591
600
608
615
625
636
646
654
659
671
679
689
696
704
711
719
728
732
736
745
752
760
768
769
775
783
792
792
793
799
807
809
819
822
830
831
839
839
847
856
862
867
871
878
878
880
883
888
888
896
896
902
905
905
911
915
920
924
929
927
937
937
942
944
945
947
956
958
961
966
967
972
972
975
984
984
991
995
995
1004
1006
1008
1011
1016
1016
1020
1020
1022
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1004
988
967
952
935
920
903
896
878
871
860
851
844
839
831
828
822
812
807
799
796
792
783
782
775
769
769
768
760
760
753
752
748
743
742
736
736
736
732
729
728
723
719
719
716
716
711
710
711
704
704
696
697
696
696
688
688
684
679
673
671
671
671
665
664
664
655
659
655
654
654
655
647
652
647
652
652
649
647
652
652
647
652
652
652
647
649
647
647
647
649
647
652
647
652
647
649
652
647
649
647
649
647
652
647
649
649
651
647
652
647
652
652
652
652
652
651
652
652
647
652
649
652
652
647
652
652
652
655
655
655
664
664
670
671
675
684
691
696
704
710
716
721
728
736
743
753
760
769
775
783
792
798
806
809
817
824
830
839
844
847
856
862
871
876
878
883
888
892
899
903
905
908
910
915
920
920
924
926
927
934
931
934
935
935
935
935
934
935
935
934
934
935
934
935
934
935
935
931
935
935
931
934
935
931
935
934
931
934
931
935
934
935
935
935
931
935
931
934
935
935
934
931
934
934
931
934
934
934
935
931
934
931
935
931
935
934
934
935
934
931
935
932
935
934
934
937
934
934
935
935
935
940
940
944
945
952
960
966
971
977
984
995
1008
1011
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1016
1004
992
979
967
960
940
931
920
903
892
878
864
851
838
819
812
793
782
769
760
745
736
719
716
704
696
689
681
671
671
670
664
664
659
659
657
655
654
654
652
652
647
639
639
639
639
639
636
636
636
628
627
625
624
622
622
619
617
614
611
609
608
608
604
603
600
595
591
591
588
590
588
590
590
588
588
590
588
590
590
588
591
590
588
588
588
590
591
588
590
588
588
588
590
588
590
588
588
591
588
588
588
588
588
590
588
590
588
588
588
588
588
588
585
588
590
588
588
588
588
588
588
588
590
585
588
588
588
588
588
590
588
588
588
588
585
588
585
588
588
583
583
588
585
587
588
583
588
588
583
588
588
585
588
585
588
588
585
588
588
585
588
588
588
590
585
588
585
583
583
583
579
583
575
575
575
574
572
572
568
568
568
561
560
556
553
551
547
543
543
540
540
536
531
527
524
521
519
515
512
508
504
504
497
496
492
487
483
481
480
478
476
476
476
473
472
472
472
472
472
472
472
472
472
472
472
472
473
472
473
476
476
476
478
476
480
480
480
483
486
487
489
492
495
496
496
502
504
508
511
513
515
519
519
524
529
531
537
542
543
551
556
563
568
574
575
583
588
598
604
609
615
620
624
632
639
646
652
655
664
670
671
679
686
688
696
691
696
696
696
700
704
704
704
704
704
7
